,job_link,job_description,cosine_similarity,candidate_id
145,https://www.workpac.com/job/factory-hand-10,factori hand job descript due continu growth current seek self motiv factori hand join mbl protein oper team locat keith south australia role comfort oper product line process raw poultri goat beef etc offal fast pace multi shift render plant possibl overtim saturday work oper equip machineri monitor raw materi deliveri fill paperwork relev duti requir right person role abil work raw materi produc strong smell experi meat poultri manufactur industri focu safe work environ forklift licens boiler ticket hc driver licenc would advantag must driver licenc transport australian work rightsbenefit uniform safeti boot suppli site shower chang room on site park train develop accommod support award hourli rate allowancespr employ medic includ drug alcohol test requir thi on go casual posit,[[0.01922217]],c003
144,https://www.workpac.com/job/factory-hand-11,factori hand job descript due continu growth current seek self motiv factori hand join mbl protein oper team locat keith south australia role comfort oper product line process raw poultri goat beef etc offal fast pace multi shift render plant possibl overtim saturday work oper equip machineri monitor raw materi deliveri fill paperwork relev duti requir right person role abil work raw materi produc strong smell experi meat poultri manufactur industri focu safe work environ forklift licens boiler ticket hc driver licenc would advantag must driver licenc transport australian work rightsbenefit uniform safeti boot suppli site shower chang room on site park train develop accommod support award hourli rate allowancespr employ medic includ drug alcohol test requir thi on go casual posit,[[0.01922217]],c003
143,https://www.workpac.com/job/factory-hand-12,factori hand job descript due continu growth current seek self motiv factori hand join mbl protein oper team locat keith south australia role comfort oper product line process raw poultri goat beef etc offal fast pace multi shift render plant possibl overtim saturday work oper equip machineri monitor raw materi deliveri fill paperwork relev duti requir right person role abil work raw materi produc strong smell experi meat poultri manufactur industri focu safe work environ forklift licens boiler ticket hc driver licenc would advantag must driver licenc transport australian work rightsbenefit uniform safeti boot suppli site shower chang room on site park train develop accommod support award hourli rate allowancespr employ medic includ drug alcohol test requir thi on go casual posit,[[0.01922217]],c003
306,https://www.workpac.com/job/senior-sourcing-specialist-procurement,senior sourc specialist procur job descript role workpac current seek experienc senior sourc specialist procur base gladston thi posit 12 month contract immedi start posit hold monday friday roster work 40 hour per week the key focu role lead site base sourc procur function across two industri site gladston role manag number direct report also requir activ involv sourc project either due complex assist workload respons drive valu deliveri across site also primari point contact urgent ad hoc plan requir includ resolv disput perform issu ensur team adher process govern requir key requir role skill experi essenti a background strateg procur contract law suppli chain manag engin busi a strong leadership background genuin passion lead peopleexcel written verbal commun skill experi lead team direct report advanc skill window environ includ use ms offic suit product current c class driver s licens transportmust either australian citizen holder australian perman resid visa elig appli positiondesir ideal familiar use sap or equival erp ariba track busi commerci qualif cip certif diploma purchas suppli six sigma yellow belt higher would benefici job refer number bsindj2020103540how appli click appli button inform pleas contact workpac profession princip consult ils rall ils rall workpac com quot refer number about companyworkpac australia s lead privat own recruit provid mine construct engin oil ga healthcar sector proud partner countri s lead compani deliv reward career opportun look employe import us reward platform offer benefit retail reward financi health cover insur superannu servic more at workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl,[[0.01916804]],c003
305,https://www.workpac.com/job/diesel-fitter-12,diesel fitter job descript diesel fitter3 month role high potenti ongo work 35 hour overtim penalti superannuationrol base gepp crossabout clientour client larg workshop work mainten overhaul servic truck trailer ute about roleour client current look diesel fitter join team gepp cross report workshop supervisor heavi vehicl mainten technician perform mainten repair work workshop breakdown work requir throughout metro adelaid duti responsibilitieswork light heavi vehiclesfault find repair diagnosticsmainten overhaul servic abil manag coordin mainten plan fleet troubl shoot good diagnost skill breakdowns maintain recordsdemonstr commit equip reliabl qualiti outcomesskil experiencea current hr licenc minrelev trade qualificationsprevi experi work heavi vehicl utesexperi weldingfleet experi highli desirablesound mechan knowledgestrong work ethic pass drug alcohol abl work unsupervis about workpacworkpac australia s lead privat own recruit provid mine construct engin light industri healthcar sector proud partner countri s lead compani deliv reward perman contract temporari traineeship recruit opportun appli nowclick appli button inform contact name belinda 03 87891900workpac job refer number 7004j202084928at workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl,[[0.01886836]],c003
209,https://www.workpac.com/job/labourer-225,labour job descript labour on go work across variou locat immedi start competit pay rate client client larg construct compani work throughout brisban gold coast sunshin coast toowoomba partner workpac current seek experienc labour build carpentri background commenc immedi variou work due locat work success applic need recent flu shot polic check role workpac seek experienc labour commenc immedi posit brisban background construct industri experi work alongsid trade peopl particular carpent builder duti respons gener labour site clean duti physic labour heavi lift lift carri materi trade assist skill qualif attent detail self starter driv,[[0.01870274]],c003
37,https://www.workpac.com/job/operator-170,oper new job descript competit payrat immedi start 7 7 roster altern day night meal camp provid rolew current look compet mine oper truck multi digger ongo work well known mine compani within bowen basin close collinsvil skill experi sign skill list sse deleg truck dozer grader loader excav standard 11 willing obtain cbm section 4 abil pass regular drug alcohol test right work australia hold current driver s licenc current resum 2x work relat refere strong work ethiccultur benefit opportun work reput compani ongo work weekli wage bibo offer townsvil dido onli about workpacworkpac australia s lead privat own recruit provid mine construct engin light industri healthcar sector proud partner countri s lead compani deliv reward perman contract temporari traineeship recruit opportun appli now click onto appli button inform contact tayla jeffri recruit coordin workpac 07 4763 9705refer number q indj2020146396at workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl also check us local websit www workpac com page 47639722,[[0.01849857]],c003
294,https://www.workpac.com/job/shotfirer-trade-assistant,shotfir trade assist job descript attract hourli ratesongo opportun 2 1 rosterabout client client provid mainten refurbish sale servic support heavi duti earthmov roleworkpac current seek experienc shotfir trade assist s immedi start posit base mine site 35 minut coolgardi transport site provid duti respons success candid respons assist shotfir s includ howev limit duti assist run shotsassist set blast zonesassist oper mobil manufactur unitsassist handl transport explos site skill experiencewa c class driver licenc danger good secur card nation polic clearanc under 12 month abil pass drug alcohol screen pre employ medic workpacworkpac australia s lead privat own recruit provid mine construct engin light industri health care sector proud partner countri s lead compani deliv reward perman contract temporari traineeship recruit opportun appli nowclick onto appli button inform contact jenna webb workpac recruit co ordin refer number 752j202048710at workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl,[[0.01847818]],c003
308,https://www.workpac.com/job/plumber-sprinkler-fitter,plumber job descript job highlight 44 00p hr penaltiestemp perm roleloc hunter valley mine sitesabout companyour client largest privat own fire protect compani southern hemispher specialis mine well known success design instal maintain heavi industri fire equip about rolew current look plumber join well establish famili busi servic hunter valley mine industri instal mainten fire protect suppress system heavi mine machineri our client put train cours induct multipl mine site ensur continu stay date accredit requir role perman client offer work ute work phone fuel card duti responsibilitiesinstal mainten fire protect system sprinkler systemsstrong understand safeti qualiti requirements work team environ well unsupervisedskil experiencetrad qualifi plumber certif profici contractor licencecurr driver licenceord 43 medic desir current glencor gener induct desir about workpacworkpac australia s lead privat own recruit provid mine construct engin oil ga healthcar sector proud partner countri s lead compani deliv reward career opportun appli nowclick appli button inform pleas contact grace mclachlan recruit coordinatorworkpac 02 6571 8903refer number newcij202092345at workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl,[[0.0184708]],c003
5,https://www.workpac.com/job/electrical-fitter-6,electr fitter new job descript workpacworkpac australia s lead privat own recruit provid mine construct engin oil ga healthcar sector proud partner countri s lead compani deliv reward career opportun regist appli us ongo access wide rang temporari perman job skill level role our client current seek experienc electr fitter ideal rail experi ongo role 7 mile facil dampier report yard supervisor respons safe day day mainten ore car fleet includ electr pneumat mechan inspect test repair field breakdown mainten consist perform complex troubleshoot fault rectif duti modif prevent mainten procedur meet oper requir specif locat gener housekeep dutiesgener forklift dutiesgener truck dutiesequip isolationstest tag 6 6 roster 12 hour shift day shift night shift 3 day 3 night 6 off residenti role open resid karratha dampier mandatori 2 year experi work mine environmentelectr fitter trade certificatewa electr licencecurr australian c manual class driver licenceaustralian right workpref hr driver licenc high risk licenc wp dg confin space work height work workpac look employe import us employe benefit program offer benefit across health privat insur financi servic travel more we team dedic recruit field knowledg industri make continu contact ensur happi workpac s servic client commit ensur happi safe valuabl asset workpac 45 offic throughout australia mean flexibl work anywher australia us workpac larg footprint know local area alway help local commun appli onlin today workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl refer tmprij202057712,[[0.01837082]],c003
6,https://www.workpac.com/job/operator-171,oper entri level new job descript mine oper entri level immedi start local resid 5 5 4 roster support work life balanc rolew current seek entri level mine oper work well known mine compani weipa opportun exist local resid contribut success oper mine site duti respons train mobil plant equip mine site maintain high standard housekeep equip commun oper assist traffic managementskil experi current c class driver licenc medic includ drug alcohol test requir part recruit process must reliabl strong commit safetyon board processcandid pleas note on board process role structur requir undertak skill test interview pre employ medic drug alcohol test will undertak complet these consid role pleas note success candid progress next stage contact about workpacworkpac australia s largest privat own recruit provid mine construct engin oil ga healthcar sector proud partner countri s lead compani deliv reward career opportun look employe import us employe benefit program power flare hr offer benefit across health insur financi servic retail discount more click appli button inform pleas contact cairn workpac offic 07 4052 2222at workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl,[[0.01813834]],c003
18,https://www.workpac.com/job/electrician-68,electrician new job descript electrician job highlight night shift consist hour cbd base project client our client lead electr contractor project across commerci construct industri area seek electrician pyro cabl experi night shift project brisban cbd commenc soon role you versatil electrician look work alongsid posit hard work team experi across varieti sector skill instal termin pyro cabl commerci environ role nightshift base duti respons instal termin pyro cabl cabl haul pull instal cabl tray bracket skill experi qualif you must hold valid electr licenc lvr cpr white cardpyro experi abil work nigh shift cultur benefitsnight shift rate consist work safeti team driven environmentwhi work workpac workpac australia s lade privat own recruit provid mine construct engin light industri healthcar sector proud partner countri s lead compani deliv reward perman contract temporari traineeship recruit opportun to consid role pleas appli via link updat cv appli now rob phone 0400 442 035job order refer bsindj2020105132at workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl,[[0.01811053]],c003
283,https://www.workpac.com/job/heavy-duty-fitter-18,heavi duti fitter job descript job highlight 6 6 day shift roster residentialgreat rate offerposs go full time rio tinto client rio tinto oper world s largest integr portfolio iron ore asset asset includ world class integr network 15 iron ore mine four port facil 1 700 kilometr rail network relat infrastructur rio tinto expand oper pilbara epic proport introduc next gener technolog deliv greater effici lower product cost improv health safeti environment perform role workpac employ opportun tom price rio tinto iron ore site locat pilbara region western australia report site s mobil equip mainten supervisor repair conduct prevent mainten fault diagnost breakdown repair mobil fleet field workshop also inspect determin equip condit assess suitabl return servic fleet heavi mobil equip need experi are cat 789 dump truck komatsu 730e 830e 930e dump truck cat 992 994 loader komatsu wa900 wa1200 loader cat d10 d11 dozer cat 16 24 seri grader hitachi 3600 5500 5600 digger komatsu pc4000 pc5500 digger skill experi relev australian recognis trade certification3 year post trade experi similar rolemanu c class australian issu driver licenc minimum experi drive around open pit experi work autonom haulag site advantag work height preferredabout workpac workpac australia s lead privat own recruit provid mine construct engin light industri healthcar sector proud partner countri s lead compani deliv reward perman contract temporari traineeship recruit opportun appli click onto appli button inform contact anna zikov recruit coordin workpac rio tinto project servicesrefer no tmprij202056907at workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl,[[0.01777378]],c003
124,https://www.workpac.com/job/1st-class-welder-1,1st class welder job descript job highlightsimmedi start 3 month worknav base locationabout roleprimari role 1st class welder must experi fluxcor weld light fabric skill experiencefluxcor weldinglight fabricationmust abl pass weld test high attent detail requir workpacworkpac australia s lead privat own recruit provid mine construct engin light industri healthcar sector proud partner countri s lead compani deliv reward perman contract temporari traineeship recruit opportun appli nowclick onto appli button inform contact kristin de souza 08 6462 1118western regionrefer number 764j202070078at workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl,[[0.01761837]],c003
118,https://www.workpac.com/job/mechanical-fitter-40,mechan fitter job descript companyworkpac australia s lead privat own recruit provid mine construct engin oil ga healthcar sector proud partner countri s lead compani deliv reward career opportun regist appli us ongo access wide rang temporari perman job skill level roleworkpac current seek mechan fitter ongo posit welshpool candid work concret pre cast yard requir experi work fix plant experi work gantri crane pneumat hydraul pump pulley gearbox would highli regard posit primarili monday friday 6 00am 2 00pm 3 00pm may requir occasion saturday pay 46 50 hour penalti skill experi requiredextens fix plant experienceconcret precast industri experi highli desir abil pass pre employ medic dasright work australiawhi work workpac look employe import us workplu employe benefit program offer benefit across health privat insur financi servic travel more we team dedic recruit field knowledg industri make continu contact ensur happi workpac s servic client commit ensur happi safe valuabl asset workpac 45 offic throughout australia mean flexibl work anywher australia us workpac larg footprint know local area alway help local commun how applyclick appli now upload resum,[[0.0175903]],c003
60,https://www.workpac.com/job/curragh-l1-truck-slash-ancil-7-7-ds-ns-34,curragh l1 truck ancil 7 7 ds ns job descript multipl oper role open cut coal mine work life balanc even time 7 7 roster camp mealslong term opportunitiesworkpac current number opportun skill oper commenc work immedi open cut coal mine singl skill oper electr truck 47 70 per hourmulti skill oper 2 addit skill 50 00 per hourexcav oper excav 55 00 per houryou form par contribut mine oper depart bowen basin mine outsid blackwat an absolut commit work safe compli site safeti standard ensur safe environment healthi workplac essenti imper possess abil aptitud maintain high standard safeti equip servic housekeep complianc mine work procedur to success role possess follow singl skill truck role minimum 12 month experi electr dump truck komatsu 730 830 930 hitachi 4400 terex 3300 cat 795 multi skill truck role also two addit skill dozer grader loader excav role excav experi previou mine site oper experiencecurr standard 11current coal board medicalcurr driver s licenc willing work rotat rostersdetail immedi start ongo rolecamp meal 7 7 roster straight12 5 hour shiftsabout workpac workpac australia s lead privat own recruit provid mine construct engin oil ga healthcar sector proud partner countri s lead compani deliv reward career opportun regist appli us ongo access wide rang temporari perman job skill level whi work workpac look employe import us workplu employe benefit program offer benefit across health privat insur financi servic travel more team dedic recruit field knowledg industri make continu contact ensur happi workpac s servic client commit ensur happi safe valuabl asset workpac 45 offic throughout australia mean flexibl work anywher australia us workpac larg footprint know local area alway help local commun interest appli now click appli button inform pleas contact alanna keehn recruit coordinatorworkpac,[[0.0175048]],c003
311,https://www.workpac.com/job/labourer-125,labour job descript 26 25 per hour penalties12 month plu positiontamworth locationabout roleour client current seek mould setup oper reinforc use construct concret precast product work client lead supplier concret aggreg precast product major melbourn infrastructur project immedi startday shiftmonday saturday outdoor environmentongo opportunitytamworth locat duti responsibilitiesmould set concret pourshelp concret pour screeningwork fast pace product environ gener precast workskil experienceproven experi work commerci concret welder precast labourermechan fitter background benefici abl read follow engin drawingsexperi work manufactur environmentmust experi use stick welder mig welder grinder minimumful work right australiamust abl pass pre employ drug alcohol test workpacworkpac australia s lead privat own recruit provid mine construct engin light industri healthcar sector proud partner countri s lead compani deliv reward perman contract temporari traineeship recruit opportun how applyclick appli button inform pleas contact name belinda wriedt recruit coordinatorcontact number 03 87891900refer number 7212j202014342at workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl,[[0.01736635]],c003
88,https://www.workpac.com/job/operator-157,oper job descript mine oper entri level immedi start local resid 5 5 4 roster support work life balanc rolew current seek entri level mine oper work well known mine compani weipa opportun exist local resid contribut success oper mine site duti respons train mobil plant equip mine site maintain high standard housekeep equip commun oper assist traffic managementskil experi current c class driver licenc medic includ drug alcohol test requir part recruit process must reliabl strong commit safetyon board processcandid pleas note on board process role structur requir undertak skill test interview pre employ medic drug alcohol test will undertak complet these consid role pleas note success candid progress next stage contact about workpacworkpac australia s largest privat own recruit provid mine construct engin oil ga healthcar sector proud partner countri s lead compani deliv reward career opportun look employe import us employe benefit program power flare hr offer benefit across health insur financi servic retail discount more click appli button inform pleas contact jodi tudehop 37152006at workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl,[[0.01731568]],c003
87,https://www.workpac.com/job/operator-158,oper job descript mine oper entri level immedi start local resid 5 5 4 roster support work life balanc rolew current seek entri level mine oper work well known mine compani weipa opportun exist local resid contribut success oper mine site duti respons train mobil plant equip mine site maintain high standard housekeep equip commun oper assist traffic managementskil experi current c class driver licenc medic includ drug alcohol test requir part recruit process must reliabl strong commit safetyon board processcandid pleas note on board process role structur requir undertak skill test interview pre employ medic drug alcohol test will undertak complet these consid role pleas note success candid progress next stage contact about workpacworkpac australia s largest privat own recruit provid mine construct engin oil ga healthcar sector proud partner countri s lead compani deliv reward career opportun look employe import us employe benefit program power flare hr offer benefit across health insur financi servic retail discount more click appli button inform pleas contact jodi tudehop 37152006at workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl,[[0.01731568]],c003
89,https://www.workpac.com/job/operator-156,oper job descript mine oper entri level immedi start local resid 5 5 4 roster support work life balanc rolew current seek entri level mine oper work well known mine compani weipa opportun exist local resid contribut success oper mine site duti respons train mobil plant equip mine site maintain high standard housekeep equip commun oper assist traffic managementskil experi current c class driver licenc medic includ drug alcohol test requir part recruit process must reliabl strong commit safetyon board processcandid pleas note on board process role structur requir undertak skill test interview pre employ medic drug alcohol test will undertak complet these consid role pleas note success candid progress next stage contact about workpacworkpac australia s largest privat own recruit provid mine construct engin oil ga healthcar sector proud partner countri s lead compani deliv reward career opportun look employe import us employe benefit program power flare hr offer benefit across health insur financi servic retail discount more click appli button inform pleas contact jodi tudehop 37152006 workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl,[[0.01727993]],c003
77,https://www.workpac.com/job/packaging-assemblers-afternoon-shift-18,packag assembl afternoon shift job descript packag assemblersour client specialti packag compani base brompton seek experienc packag worker join team asap start asap abil work fast meet kpi sabout roleth success candid experienc packag oper physic fit thrive work team environ candid assembl cardboard materi pack pallet readi deliveri work quit repetit candid must abl work autonom skill experienceavail monday friday day afternoon night shiftb avail five day per weekabl repetit physic task 8 hour dayquick learner fast workera strong work ethic abl use initiativemust strong knowledg oh procedur,[[0.01719496]],c003
78,https://www.workpac.com/job/packaging-assemblers-afternoon-shift-17,packag assembl afternoon shift job descript packag assemblersour client specialti packag compani base brompton seek experienc packag worker join team asap start asap abil work fast meet kpi sabout roleth success candid experienc packag oper physic fit thrive work team environ candid assembl cardboard materi pack pallet readi deliveri work quit repetit candid must abl work autonom skill experienceavail monday friday day afternoon night shiftb avail five day per weekabl repetit physic task 8 hour dayquick learner fast workera strong work ethic abl use initiativemust strong knowledg oh procedur,[[0.01719496]],c003
3,https://www.workpac.com/job/electrical-fitter-7,electr fitter new job descript job highlight6 6 roster 3 day 3 night 6 off residenti role open resid karratha dampierongo right candid workpacworkpac australia s lead privat own recruit provid mine construct engin oil ga healthcar sector proud partner countri s lead compani deliv reward career opportun regist appli us ongo access wide rang temporari perman job skill level roley call upon varieti electr mechan mainten task relat ore car mainten wagon brake system prevent breakdown mainten primari work consider time spent mechan field complet wheel repair bear draft gear bogi brake system repair you requir learn shunt wagon around workshop follow safeti polici procedur wear requir person protect equip requir job safe mannerticket licenc relev trade certif current c class driver licenc commit follow compani s valu flexibl abl work well team abil follow instruct task complet commit 100 safeti focu experi rail industri wagon mainten specif would advantageousdesir essenti forklift ticket dogman first aid rio tinto inductedwhi work workpac look employe import us employe benefit program offer benefit across health privat insur financi servic travel more we team dedic recruit field knowledg industri make continu contact ensur happi workpac s servic client commit ensur happi safe valuabl asset workpac 45 offic throughout australia mean flexibl work anywher australia us workpac larg footprint know local area alway help local commun appli onlin today workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl refer no tmprij202057719,[[0.01712554]],c003
298,https://www.workpac.com/job/boilermaker-slash-welder-slash-mech-fitter-pr-nights-4,boilermak welder mech fitter pr night job descript penalti ratesimmedi startsongo work availableabout clientour client innov lead diversifi mine servic compani grow world class portfolio mine oper across multipl commod about rolea great opportun exist boilermak day night shift south river immedi start client innov lead diversifi mine servic compani grow world class portfolio mine oper across multipl commod 6 day per week 12 hour shift day nightswork crusher vibrat screen rebuildsskil attributesworkshop experiencecommit safe work environmentworkshop environmentresult orientatedteam playeressenti requirementstrad certif aust nz high risk licenc ewp lf desir c class driver licenceright work australiamust abl pass full medic dasabout workpacworkpac australia s lead privat own recruit provid mine construct engin oil ga healthcar sector proud partner countri s lead compani deliv reward career opportun regist appli us ongo access wide rang temporari perman job skill level how applyclick onto appli button inform contact deb lloyd 0864621119workpac western region764j202069375at workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl,[[0.01701531]],c003
245,https://www.workpac.com/job/trades-assistant-35,trade assist job descript seek skill trade assist workshop base cabooltur work involv work alongsid mechan electr fitter compani work water treatment sewerag desalin work load unload gear need forklift ticket busi worksho right person need enjoy busi consid need recent experi ta ideal field also need forklift ticket full ppe reliabl transport,[[0.01700105]],c003
312,https://www.workpac.com/job/operator-single-skilled-5,oper singl skill job descript opportun exist skill experienc dump truck mine oper contract middlemount area absolut commit work safe compli site safeti standard ensur safe environment healthi workplac essenti imper possess abil aptitud maintain high standard safeti equip servic housekeep complianc mine work procedur the success candid must follow order consid posit civil coal hard rock experi min cat 789 rear dump truck a willing work rotat roster abil contribut work posit team environ coal board medic coal surfac gener provid clear drug alcohol test camp accommod provid work site pleas note employ traine clean skin time experienc peopl need appli about workpacworkpac australia lead privat own recruit provid mine construct engin light industri healthcar sector proud partner countri lead compani deliv reward perman contract temporari traineeship recruit opportun appli nowclick appli button inform contact kri mckinley workpac comkri mckinley 07 4800 3700job refer number bsindj2020103346at workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl,[[0.01686802]],c003
205,https://www.workpac.com/job/haul-truck-operator-4,haul truck oper job descript lifestyl rotat roster meal camp accommod provid 6 monthli bonu role workpac current seek experienc dump truck oper commenc larg coal mine site moranbah area ideal client seek oper experi oper caterpillar 789 797 haul truck komatsu 930 electr truck duti respons oper combin haul truck mine environ work rotat life style roster mine site bowen basin pre start check maintain equip oper equip safe follow compani polici procedur skill experi proven haul truck experi current driver licenc rii proven experi current coal board medic or will obtain product orient focu achiev result compani high level initi abil work well pressur key,[[0.01685224]],c003
17,https://www.workpac.com/job/bench-hand,bench hand new job descript rolew seek bench hand labour work 5 2 roster fifo emerald drive clermont must experi work bench hand labour assist driller site heavi lift gener hand site avail immedi start skill experi coal board medic standard 11 driver licenc nation polic asio clearanc pre employ medic fit test high level initi abil work well pressureabout workpacworkpac australia s lead privat own recruit provid mine construct engin oil ga health care sector proud partner countri s lead compani deliv reward career opportun workpac 35 offic throughout australia mean flexibl work anywher australia us appli us ongo access wide rang temporari perman job skill level appli nowclick appli button inform pleas contact joan recruit coordinatorphon 07 4052 2235 workpac workpac australia s lead privat own recruit provid mine construct engin oil ga health care sector proud partner countri s lead compani deliv reward career opportun workpac 35 offic throughout australia mean flexibl work anywher australia us appli us ongo access wide rang temporari perman job skill level appli click appli button inform pleas contact joan recruit coordin phone 07 4052 2235 workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl,[[0.01679269]],c003
287,https://www.workpac.com/job/labourer-precast-slash-concrete-products,labour precast concret product job descript clientour client leader precast concret product base ipswich region current seek experienc labour product worker pre cast experi immedi start ongo work success candid abl pass pre employ medic drug alcohol screen roley experienc labour abil commenc immedi ongo role opportun work minimum 8 hour day day shift monday friday occasion weekend requir ideal candid white blue card abl pass pem well drug alcohol screen prior commenc background construct concret ideal experi formworkduti responsibilitiesfinish concret worksshovel sweep clean utils hand power tool ladder regularli manual lift carri materi meet strict safeti standard work apart team skill qualificationsminimum 1 year experi similar roleexperi construct concret formwork experi highli regardedhold current australian driver s licens white blue card avail immedi starthigh risk work licenc forklift crane ticket highli desir cultur benefitsful time hour ongo work wage paid weekli appli click onto appli button for inform contact lisa bye recruit coordinatorworkpac stafford 07 3621 2907refer number bsindj2020104157workpac australia s largest privat own recruit provid mine construct engin oil ga healthcar sector proud partner countri s lead compani deliv reward career opportun look employe import us employe benefit program power flare hr offer benefit across health insur financi servic retail discount more,[[0.01679095]],c003
325,https://www.workpac.com/job/heavy-duty-diesel-mechanic,heavi duti diesel mechan job descript job highlight 6 month durat potenti perman employ right candid monday friday 7am 5pm rockingham local positionabout roleworkpac current seek expertis qualifi heavi diesel mechan perform mainten heavi earth move machineri heavi road haulag truck role entail schedul repair includ compon chang out prevent mainten diagnost fault find mechan hydraul system perform inspect assess scope defectsrequirementsrelev trade certificationdemonstr experi similar role right work australia pass pre employ medic da screenabout workpacworkpac australia s lead privat own recruit provid mine construct engin oil ga healthcar sector proud partner countri s lead compani deliv reward career opportun regist appli us ongo access wide rang temporari perman job skill level how applyclick onto appli button inform contact mia low recruit coordin workpac western australiaphon 08 6462 1121refer number 764j202067914at workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl,[[0.01655381]],c003
10,https://www.workpac.com/job/heavy-duty-fitter-23,heavi duti fitter new job descript job highlights8 6 7 7 roster 12 5 hour shiftsfifo perthchoos full time casual ongo employmentattract employe benefit schemeabout clientrio tinto oper world largest integr portfolio iron ore asset asset includ world class integr network 15 iron ore mine four port facil 1 700 kilometr rail network relat infrastructur rio tinto expand oper pilbara epic proport introduc next gener technolog deliv greater effici lower product cost improv health safeti environment perform about roleworkpac employ opportun rio tinto paraburdoo mine site locat pilbara region western australia report site mobil equip mainten supervisor repair conduct prevent mainten fault diagnost breakdown repair mobil fleet field workshop also inspect determin equip condit assess suitabl return servic the success candid demonstr experi work electr drive dump truck komatsu 830e also exposur vari product mine equip loader digger grader dozer requirementsrelev australian recognis trade certificationaur31116 certif iii heavi commerci vehicl mechan technologyaur31216 certif iii mobil plant technologymem30205 certif iii engin mechan trade diesel fitter high risk forklift doggingticket2 year post trade experi similar rolemanu c class australian issu driver licenc minimum experi drive around open pitsexperi work autonom haulag site advantag about workpacworkpac australia lead privat own recruit provid mine construct engin light industri healthcar sector proud partner countri lead compani deliv reward perman contract temporari traineeship recruit opportun appli nowclick onto appli button inform contact mia low recruit coordinatorphon contact 08 6462 1121workpac western recruitmentrefer no tmprij202057695at workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl,[[0.01653181]],c003
106,https://www.workpac.com/job/store-person-14,store person job descript summari workpac current seek experienc motiv store person open cut coal mine banana shire must minimum 6 month experi rolea key member high perform team play integr role implement client s product requir drive drive dido role open cut coal mine banana shire situat 2 hour south west rockhampton 7 hour north west brisban closest open cut coal mine south queensland duti respons 4 day 3 day dayshift only6 30 6 30 12hour shift ongo posit immedi start skill experi minimum 6 month mine previou experi current driver licenc current coal board medic will obtain current current standard 11 will obtain minimum 6 month mine site warehous store experi must sap program experi high risk forklift licenc experi oper benefit camp meal provid rental subsidi paid weekli moura resid ongo posit immedi start workpacworkpac australia s lead privat own recruit provid mine construct engin oil ga healthcar sector proud partner countri s lead compani deliv reward career opportun workpac 35 offic throughout australia mean flexibl work anywher australia us appli us ongo access wide rang temporari perman job skill level appli nowclick appli button inform pleas contact kri mckinley recruit coordinatorworkpac biloela 07 4800 3700 kri mckinley workpac com,[[0.01645451]],c003
