,job_link,job_description,job_title
29,https://www.workpac.com/job/civil-leading-hand-1," Job description About our ClientOur client, is a South Australian, owned and operated enterprise offering a professional, customer focused service in the field of civil construction. They are predominantly focused on providing earthmoving services to the commercial, industrial, government and civil sectors.About the RoleOur client is currently seeking a Leading hand for a 4 week contract for a pipe laying projectDuties & ResponsibilitiesYou will be responsible for: Project managing projects.Supervision of teams of up to 8 peopleMonitor and manage all OH&S related mattersSkills & ExperienceTo be successful in this role you will have the following: - Minimum of 3-5 years' experience as a leading handExperience leading teams of up to 8 peopleMR-HR Truck licence desirablePipe laying experienceWhite CardMachinery tickets and experience i.e Excavator, Bobcat, Roller, Loader About WorkPacWorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the country's leading companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities.Apply NowFor more information please contact Juanique Liebenberg on or 03 9647 5148 for a confidential conversation. Job order reference no. 7004J202085408At WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and Indigenous people. ","civil leading hand
new"
30,https://www.workpac.com/job/multi-skilled-operator-cloncurry," Job description -Ongoing work-2/1 roster, days only-IMMEDIATE startWorkPac are urgently seeking several experienced mobile plant operators for ongoing roles based at a local Cloncurry site.Positions are local to Cloncurry, accommodation provided if needed with a meal allowance. Previous experience operating Excavators, Loaders and Moxys is essential.Mandatory requirements for this role include:-Combination of RII in Loader, Excavator or Articulated Haul Truck -Proven experience in operation of mobile plant-Ability to pass a pre-employment medical as well as random drug & alcohol screeningRoster will be 2/1, 12hr shifts, days only. Immediate start for the successful applicants. For more information contact Mitch Godfrey in the Mt Isa office on 07 4744 6922. ","multi skilled operator - cloncurry
new"
31,https://www.workpac.com/job/entry-level-factory-hand-day-shift-4," Job description Highlights$26.40 per hour base + penalties + allowances4 months of work starting ASAPEntry level position based in YagoonaAbout the RoleWe are seeking a reliable, physically fit candidate for an entry level factory hand role to work day shift. The role will involve hanging and wiring up steel/iron products to head frame for hot zinc dipping. You will then be packing galvanised products at the end of the process line onto pallets and shrink wrapping them ready for dispatch.This role will go for approx. 4 months.You will be working Monday - Friday, 6:00am to 2:00pm and you MUST be flexible to work regular Saturday's.The pay rate will be $26.40 per hour base rate + penalties.A monthly KPI bonus will also be added.Duties & ResponsibilitiesPhysically fitReliable and hard workingHeavy industrial or manufacturing experience is preferredForklift ticket and/or overhead crane experience a plusLocal candidates are encouraged to applySkills and ExperienceDrivers LicencePreferably have own, reliable transportAbility to pass a Drug & Alcohol TestMust have current resume & contactable referencesAbout WorkPacWorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the country's leading companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities.Apply NowClick on the apply button or for more information contact: Name: Brianna HarrisWorkPac Pty LtdJob Reference Number: NEWCIJ202092672 ","entry level - factory hand - day shift
new"
32,https://www.workpac.com/job/forklift-operator-17," Job description About the CompanyWorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, oil and gas and healthcare sectors. We are proud to partner with some of the country's leading companies to deliver rewarding career opportunities. Register or apply with us for ongoing access to a wide range of temporary and permanent jobs for all skill levels.Â About the RoleWorkPac is seeking experience forklift operators with yard hand experience for a position in Welshpool. This is an ongoing role with the possibility of permanency for the right candidates. Operators should have a minimum of 4 years experience and a current high risk forklift ticket. The role will entail candidates to work in a precast yard and have a very high level of safety. Candidates must be able to move large pre-cast products and have experience working as a yard hand.Â This position is offering $27.24 + penalties.Skills and Experience RequiredC class drivers licenceHigh risk forklift ticket4+ years relevant experienceAbility to pass a pre-employment medical and DASRight to work in AustraliaWhy work for WorkPac?Looking after our employees is important to us. Our WorkPlus Employee Benefits program offers benefits across health, private insurance, financial services, travel and more.We have a team of dedicated recruiters, most of which have in field knowledge of the industry, who make continuous contact to ensure you are happy with not only WorkPac's service but our clients. We are committed to ensuring you are happy and safe, you are our most valuable asset!WorkPac have over 45 offices throughout Australia, this means you have the flexibility to work anywhere in Australia with us. As WorkPac has such a large footprint, we know our local areas and are always helping our local community.How to ApplyClick 'APPLY NOW' and upload a resume. ","forklift operator
new"
33,https://www.workpac.com/job/waste-management-operator-grade-4," Job description WorkPac are currently recruiting for a Side Arm Lift Driver for a position based in Port Adelaide. The role is a short term Monday to Friday rostered contract with the view of extension.Skills and Experience: ? HR Drivers Licence with proven experience and a good driving record? Experience operating a Side Lift Truck preferred? Able to work autonomously as well as in a team environmentRequirements:? Customer focused? Strong commitment to safety ? Daily Pre Start checks on vehicles and equipmentAbout WorkPac:WorkPac is Australia?s leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the country?s leading companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities.How to ApplyClick the Apply Now button.At WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and Aboriginal and Torres Straight Islanders. ","waste management operator grade 4
new"
34,https://www.workpac.com/job/mechanical-fitter-43," Job description Mechanical Fitter $43.50/hr Monday - Saturday 6-10 Months Work ABOUT CLIENTNWEC is an engineering construction company responsible for the upgrade of sections of the Refinery in building structural, mechanical & piping requirements on tanks and pipes.ABOUT THE ROLESeeking experienced Mechanical Fitter to commence at Sun Metals Zinc Refinery with a background in structural steel. SKILLS & RESPONSIBILITIESConfined SpaceWorking at HeightsConstruction White CardTrade Certificate Willing to complete a Pre Employment Medical & Drug and Alcohol ABOUT WORKPACWorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the country's leaving companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities. APPLY NOWKirsty.Roome@workpac.com07 4941 6411Job Reference Number : Q.INDJ2020146394At WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and Indigenous people.  ","mechanical fitter
new"
35,https://www.workpac.com/job/boilermaker-slash-welder-5," Job description Boilermaker/Welder$42/hr Monday - Saturday 6-10 Months Work ABOUT CLIENTNWEC is an engineering construction company responsible for the upgrade of sections of the Refinery in building structural, mechanical & piping requirements on tanks and pipes.ABOUT THE ROLESeeking experienced Boilermakers to commence at Sun Metals Zinc Refinery with a background in structural steel. DUTIES & RESPONSIBILITIESMIG, TIG and Flux Core Cutting, Shaping, Assembling and welding steel to construct or repair metal products SKILLS & RESPONSIBILITIESConfined SpaceWorking at HeightsConstruction White CardTrade Certificate Willing to complete a Pre Employment Medical & Drug and Alcohol ABOUT WORKPACWorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the country's leaving companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities. APPLY NOWKirsty.Roome@Workapc.com07 4941 6411Job Reference Number : Q.INDJ2020146395At WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and Indigenous people.  ","boilermaker/welder
new"
36,https://www.workpac.com/job/operator-170," Job description - Competitive Payrate- Immediate Start - 7/7 Roster alternating Days + Nights- Meals and Camp Provided About the RoleWe are currently looking for COMPETENT MINING OPERATORS (Truck, Multi, Digger) for ongoing work for a well-known Mining Company within the Bowen Basin close to Collinsville! Skills & Experience- Signed Skills List by SSE/Delegate: Trucks/Dozers/Graders/Loaders/Excavators- Standard 11 or willingness to obtain- CBM - Section 4- Ability to pass regular Drug and Alcohol Testing- Right to Work in Australia- Hold a current Driver's Licence- Current resume with 2x work related referees- A strong work ethicCulture & Benefits - Opportunity to work with a reputable company- Ongoing work- Weekly wages - BIBO offered from Townsville or DIDO only!About WorkPacWorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the country's leading companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities.Apply Now!Click onto the apply button or for more information contact:Tayla Jeffries - Recruitment Coordinator WorkPac - 07 4763 9705Reference Number: Q.INDJ2020146396At WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly & with respect. We are an Equal Opportunity employer & we encourage applications from women & Indigenous people. You can also check us out on our local Website: www.workpac.com/page/47639722  ","operator
new"
37,https://www.workpac.com/job/pipe-fitter-8," Job description Pipe Fitters$43.50/hr Monday - Saturday 6-10 Months WorkABOUT CLIENTNWEC is an engineering construction company responsible for the upgrade of sections of the Refinery in building structural, mechanical & piping requirements on tanks and pipes.ABOUT THE ROLESeeking experienced Pipe Fitter to commence at Sun Metals Zinc Refinery with a background in structural steel. DUTIES & RESPONSIBILITIESAssemblingFabricating mechanical piping systemsSKILLS & RESPONSIBILITIESConfined SpaceWorking at HeightsConstruction White CardTrade Certificate Willing to complete a Pre Employment Medical & Drug and Alcohol ABOUT WORKPACWorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the country's leaving companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities. APPLY NOWKirsty Roome 07 4941 6411Kirsty.Roome@Workpac.comJob Reference Number : Q.INDJ2020146393At WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and Indigenous people.  ","pipe fitter
new"
38,https://www.workpac.com/job/cleaner-6," Job description                             Cleaner  Top 3 Highlights    $27.50/ hr  8 hours per week  Local Gunnedah Role  About the Role   WorkPac are seeking a suitably experienced Cleaner to join our Clients team on a casual basis based in the Gunnedah area.  Duties and Responsibilities     Cleaning 2 x houses per week (4 hours each house)   Ability to work afternoon shifts  Skills and Experience    Previous cleaning experience required  Must have drivers licence   About WorkPac  WorkPac is Australias leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the countrys leading companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities.  Apply Now Click on the apply button or for more information Contact: Name: Katie Patrick Email: katie.patrick@workpac.com Job Reference Number: 7312J2020296  At WorkPac, we recognise we are strengthe                                                      ","cleaner
new"
39,https://www.workpac.com/job/curragh-l1-truck-slash-ancil-7-7-ds-ns-36," Job description Our client is currently seeking experienced operators for an immediate start in the Blackwater region. The successful applicant will ideally have electric haul truck experience, minimum two years experience on a mine site, current Standard 11 and Coal Board Medical. Meals and accommodation provided for the successful candidates. ","curragh: l1 truck/ancil 7:7 ds:ns
new"
40,https://www.workpac.com/job/cleaner-5," Job description CleanerTop 3 Highlights $27.50/ hr20  hours per weekLocal Moree RoleAbout the Role WorkPac are seeking a suitably experienced Cleaner to join our Clients team on a casual basis based in the Moree area.Duties and Responsibilities  Cleaning office building & amenities Ability to work monday - fridaySkills and Experience Previous cleaning experience requiredMust have drivers licence About WorkPacWorkPac is Australiaâs leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the countryâs leading companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities.Apply NowClick on the apply button or for more information Contact:Name: Katie PatrickEmail: katie.patrick@workpac.comJob Reference Number: 7312J2020297At WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and Indigenous people ","cleaner
new"
41,https://www.workpac.com/job/senior-project-engineer," Job description Permanent PositionFIFO ex Perth12+ Months WorkSENIOR PROJECT ENGINEERAbout the RoleWorkPac is currently seeking a highly experienced Senior Project Engineer for a permanent position, FIFO ex Perth. This role is a 3:1 roster and can pay up to (depending on experience) $170 000 base + super  + 35% uplift + 10% project completion bonus on base. This project is due to go until December 2021.Key Responsibilities To effectively lead an assigned group of personnel responsible for providing technical support to the manufacturing, construction and commissioning work teamsResolve technical issues in an expedient and cost effective mannerLiaises with the Company on all technical aspects of the ProjectProvide a focal point for all technical based queries for associated sub-suppliersOverview the entire project (within disciplines) from an engineering view pointSkills & Experience RequiredTertiary qualifications in structural, civil engineering or construction managementSound knowledge of the application and establishment of project planning, scheduling and cost control toolsExperience in s senior position title and have supervised/lead a team of EngineersExtensive experience within the civil industry, particularly with concrete structuresProficient knowledge in MS Office suite is essentialExcellent written and oral communication skillsPreferredPrevious project experience on fabrication and installation projects ideally in the mining, oil and gas sector5+ years experience in a similar roleAbout WorkPacWorkPac is Australiaâs leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the countryâs leading companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunitiesHow to ApplyClick on the apply button and complete the application. ","senior project engineer
new"
42,https://www.workpac.com/job/trade-assistant-slash-labourer-3," Job description Trade Assistant/CNC Machine Operator/Painter Brush Hand/Labourer Monday to Saturday Roster Ongoing role 630am  5pm minimum daysAbout the CompanyWorkPac is Australias leading, privately owned recruitment provider to the mining, construction, engineering, oil and gas and healthcare sectors. We are proud to partner with some of the countrys leading companies to deliver rewarding career opportunities. Register or apply with us for ongoing access to a wide range of temporary and permanent jobs for all skill levels. About the RoleWe are currently looking for Experienced Trade Assistant/CNC Machine Operator/Painter Brush Hand for a well known Precast yard in Tomago. You will be working on large precast civil jobs in the yard as well as some out of field work if required. The role is an ongoing role, with long hours. You must live within 100 ks from Tomago to be considered for this role as there is no meals and accommodation provided.You must be available to complete a Face to face interview on site as well as an Audiogram and D&A test before commencing. Duties General Labouring duties Assisting tradesman Maintain a high level of SafetyRequirements White Card Precast experience highly regarded Right to Work in Australia Have a current Drivers Licence Live in the local area or surroundsOn-boarding ProcessCandidate please note that the on-boarding process for these roles will be structured and will be required to undertake skills testing which includes a Weld Test with the client and drug and alcohol testing. If you are not willing to undertake or complete these, you will not be considered for these roles. Please note that only the successful candidates progressing to the next stage will be contacted.Why work for WorkPacLooking after our employees is important to us. Our WorkPlus Employee Benefits program offers benefits across health, private insurance, financial services, travel and more.We have a team of dedicated recruiters, most of which have in field knowledge of the industry, who make continuous contact to ensure you are happy with not only WorkPacs service but our clients. We are committed to ensuring you are happy and safe, you are our most valuable asset!WorkPac have over 45 offices throughout Australia, this means you have the flexibility to work anywhere in Australia with us. As WorkPac has such a large footprint, we know our local areas and are always helping our local community.How to ApplyClick on the Apply button or for more information please contact:Newcastle Office02 4927 7722 ",trade assistant/labourer
43,https://www.workpac.com/job/operator-clean-skin-7," Job description JOB DESCRIPTIONEntry Level OperatorsIncentive BonusesMeals and Accommodation providedABOUT THE ROLEWorkPac has partnered with Thiess Peak Downs & Caval Ridge to bring you this fantastic career opportunity. You are invited to express interest for potential entry level operator positions with WorkPac at Peak Downs & Caval Ridge mines. These roles are for entry level dump truck operators to commence 2021.Successful applicants will enjoy ??? 7/7 Roster D/N Shift ??? Very competitive hourly pay rates ??? Be eligible for incentive bonuses Applicants must be able to obtain a Standard 11 and coal board medical.SKILLS & EXPERIENCEDrivers LicenceRight to Work within AustraliaABOUT WORKPACWorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the country's leaving companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities. APPLY NOWAnn McCarthyJob Reference Number: Q.INDJ2020146387Applications close: *WorkPac reserves the right to close applications early subject to volumeAt WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and Indigenous people.  ",new to industry operator
44,https://www.workpac.com/job/lab-analyst-2," Job description Lab Analyst for short term role. The role is for both Weipa and Amrun Labs.About the roleWorkPac are seeking Laboratory Analysts to provide accurate and timely analytical services to core areas of Geology, Grade Control, Production and Commercial, in a safe and cost effective manner to the laboratory team.This role is a great opportunity for a highly motivated team player with exceptional attention to detail, and a strong commitment to safety. Working a 12.5hr day 4/5/5 roster and reporting to the Crew Leader, you will be:Process and analyse geological drill samples in accordance with appropriate standard procedures.Validate all results against known standard samples or methods.Ensure that all analytical work conforms to the Laboratory Quality Management System.Direct input to laboratory targets by maintaining a high level of productivity.About youTo be successfully considered for this role, you will have:Strong literacy, numeracy and analytical skills;Good written and verbal communication skills It will also be beneficial if you have:Worked in a mining environment Shift work experiencePrevious Laboratory experience preferred but not essential ",lab analyst
45,https://www.workpac.com/job/plant-operator-14," Job description Our client requires Plant Operators for Civil construction work.Ideally the successful applicants will have industry or similar experience, however applicants from other industries with the relevant attributes/licences are encouraged to apply.This is local work within the Adelaide metro area.Bobcat and Excavator preferredImmediate starts available.A high regard for safety is also essential ",plant operator
46,https://www.workpac.com/job/construction-supervisor-16," Job description About the role WorkPac are chasing an Electrical Shutdown Supervisor who will be accountable for ensuring safety is driven and maintained, the pre planning of shutdown activities, building of shutdown work packs, on boarding contractors, running contractor pre execution meetings, reading and reviewing risk assessment tools, conducting safety interactions and audits, ensuring quality workmanship of executed work, driving efficient execution of all shutdown related tasks.Roster- 2-4 week shut downs FIFO from Darwin or Cairns Hours - 12 hour days Tickets/License and Experience required Must be experience in electrical shutdownsCurrent DLCurrent Electrical LicenceMust be able to pass a PEMAbout WorkPacWorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the country's leading companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities For more information click apply NOW!Or send your resume to kayla.carmichael@workpac.com 0749694734 - Kayla Carmichael  ",construction supervisor
47,https://www.workpac.com/job/concreter-20," Job description Concrete Finisher Job HighlightsImmediate startCompetitive pay rate On-going workAbout the Role Our client is a leading pre-cast panel manufacturer based on the Gold Coast. They require an experienced Concrete Finisher to commence in a position based in Yatala. The successful candidate with be responsible for the below duties, working in a yard-based environment. Duties & ResponsibilitiesPouring, spreading and levelling concrete using screeds and templatesTamping, smoothing, shaping and sealing concreteSteel Fixing concrete placement Basic construction Finishing of  precast concrete panelsSkills & ExperienceStrong concreting background with finishing experience Concreting and finishing experience ideally with precast Exposure to working in and around a yard environment - work safely around overhead cranes etc High Level of Attention To Detail and presentable Minimum White / Blue CardAbout WorkPac WorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the country's leading companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities.Apply NowClick onto the apply button. For more information contact:Trent - Recruitment CoordinatorPhone contact: (07) 3715 2020 WorkPac - Northern Australia Reference no. BSINDJ2020105082At WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and Indigenous people. ",concreter
48,https://www.workpac.com/job/mc-driver-23," Job description Job HighlightsOngoing WorkLocal to PerthAttractive ratesAbout the RoleWorkPac is seeking experienced MC Drivers for an ongoing position based in Perth. MC Drivers will be required to cart waste from Kewdale each day doing 10 - 12 hour days Monday - Friday and some Saturday work. Starting times can vary between 3.30am and 7.00am each day.RequirementsMC drivers licenceCommercial drivers medical Ability to pass a D&ASide tipper or walking floor experienceRight to work in Australia About WorkPacWorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the country's leading companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities.Apply NowLauren Thiel - Recruitment CoordinatorPhone contact: 08 6462 1165WorkPac - Western AustraliaReference no- 764J202070182At WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and Indigenous people ",mc driver
49,https://www.workpac.com/job/fitter-12," Job description Attractive hourly ratesPotential perm Immediate startAbout the RoleWorkPac is currently seeking an experienced Mechanical Fitter for our clients assembly department.The department is responsible for assembling air seeders and seeder bars for the farming industry.Duties and ResponsibilitiesThe successful candidate will have previous experience working on farming machinery.Fully assemble Seed carts and air seeders from a full kit of parts.Run up and test Seed carts ready for despatch to the customers.Full pre-delivery check.Lead a small team of fitters and TA's.Skills and ExperienceAble to assemble/build agricultural equipment to a high standard.Experienced in hydraulic systems, and all associated electrical systems including the control system as required for the build.Fully skilled in the use of hand and power tools.Overhead crane use.High risk licence. Forklift.To be able to lead the ""team"" to ensure that all whole goods are built to the high standard expected, and on time.Minimum 5 years experienceCurrent WA C Class Drivers LicenceTrade CertifiedAbility to pass a Drug and Alcohol Screen and Pre-Employment MedicalAbout WorkPacWorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and health care sectors. We are proud to partner with some of the country's leading companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities.Apply NowClick onto the apply button. For more information contact:Lauren Thiel - Recruitment Coordinator â Western AustraliaReference number: 764J202070181At WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and Indigenous people. ",fitter
50,https://www.workpac.com/job/excavator-operator-45," Job description $45.00 per hour2 month project with opportunity of extensionMonday - Friday 50 hours per weekAbout the RoleDam construction work in Kirup WA. Immediate start with the potential of being an ongoing role.Duties and ResponsibilitiesOperation of 13T Komatsu DiggerGeneral labouring as requiredPre-start machinery checksComplying with site safety requirementsSkills and ExperienceHR Driver's Licence preferredWhite CardMust have experience operating diggersAbout WorkPacWorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the country's leading companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities.Apply NowClick onto the apply button. For more information contact:Brooke PepperBunbury Business CentreReference number: 764J202070176At WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and Indigenous people. ",excavator operator
51,https://www.workpac.com/job/labourer-269," Job description Job Highlights:Temporary to Permanent Role Monday-Friday 50 Hour Week Residential to Kalgoorlie  About the Role:WorkPac are seeking an experienced Magazine Keeper/ Storeman to assist our client in an explosives warehouse. The role will be Monday to Friday, 10 Hour Days and would suit an energetic person with a can-do attitude. Experience in a similar role or warehousing and stores highly regarded. Skills and Experience:Minimum C Class Manual Drivers Licence, but HR Class Drivers Licence preferred High Risk Forklift Licence Dangerous Goods Security Card Must be willing to complete a full Pre-employment Medical and Drug and Alcohol Screening About WorkPac:WorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, oil and gas and healthcare sectors. We are proud to partner with some of the country's leading companies to deliver rewarding career opportunities. Looking after our employees is important to us. Through our myrewards platform, we offer benefits from retail rewards through to financial, health cover, insurance, superannuation services and more.How to Apply:Click onto the apply button. For more information contact:Jaymie-Lee Garland- Recruitment CoordinatorPh: 0892016201WorkPac- Western Recruitment Reference: 752J202048931At WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and Indigenous people. ",labourer
52,https://www.workpac.com/job/civil-supervisor-2," Job description Job Highlights:Full Time Role 3/1 FIFO Roster $140k base + super.  + 35% uplift + 10% PCB on baseProject Work until December 2021About the Role:WorkPac are seeking an experienced Civil Supervisors with experience in Formwork/Carpentry & Concrete Structures for an exciting Project based in the Pilbara, W.A region. This role is a FIFO and Point of hire is Perth W.AAs a Civil Supervisor you will be responsible for the planning and control of construction work crew activities to ensure the site works are completed in accordance with safety, quality, time and profit objectives for the Project.Duties and Responsibilities:Assist and oversee contribute to the planning and organisation of construction of civil construction works onsiteConduct daily pre-starts and weekly toolbox talks with work crewComplete inspections and ensure that all works are carried out comply with OHS policies and proceduresPlan /forecast materials, equipment and labour required for work scopeLiaise with construction management client representatives/Project Engineers regarding technical queries, inspections, project scheduling and coordinating deliveries and workpack developmentConduct regular inspections on buildings and materials to ensure that works are carried out according to client specificationsHave a sound understanding of formwork and falseworks and contribute in developing the temporary works designDevelop and review documentation necessary to facilitate work carried outPrepare and edit construction plans, maps, charts and drawings to client specificationsCompose weekly progress reportsEnsure relevant field inspection checklists are completed and signed in conjunction with client representativesUnderstand and implement quality control techniquesSkills and Experience:Minimum WA C Class Driverâs LicenseRelevant trade qualification (formwork/carpenter)Previous demonstrated experience as a Supervisor, with experience working on concrete structures within elevated structureConstruction White CardDisplay strong leadership and problem-solving skillsExcellent communication skillsAbout WorkPac:WorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, oil and gas and healthcare sectors. We are proud to partner with some of the country's leading companies to deliver rewarding career opportunities. Looking after our employees is important to us. Through our myrewards platform, we offer benefits from retail rewards through to financial, health cover, insurance, superannuation services and more.How to Apply:Click onto the apply button. For more information contact:Jaymie-Lee Garland- Recruitment CoordinatorPh: 0892016201WorkPac- Western Recruitment Reference: 764J202070179At WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and Indigenous people. ",civil supervisor
53,https://www.workpac.com/job/boilermaker-97," Job description Job HighlightsImmediate start2:1 roster Competitive hourly rateAbout Our ClientOur client is a family-run businessÂ who has the mechanical expertise necessary to be able to supply the best machinery and contractors on every project with a broad range of skills, including machinery maintenance, recycling and crushing equipment, mechanical works, earthmoving, labour solutions and machinery hire, pre-development and subdivision projects, civil works and CND and general recycling.About the RoleOur client is currently seeking qualified Heavy Fabrication Boilermaker to provide 3-4 months annual leave relief. This will be a 2:1 roster and you will be assisting with full tray relines and rebuilds and will require MEM experience with 232/311 wire and arc air gouging.Fly in days are Wednesday, 10 hour fly in days, 1 week of days, 1 week of nights, 12 hour shifts, camp accommodation.Duties & ResponsibilitiesTray relining and repairs being based in workshop Heavy and Fabrication Mobile maintenance workshop Building bracesAbout WorkPacWorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the country's leading companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities.Apply NowClick onto the apply button. For more information contact:Kristin De Souza - 08 6462 1118Western RegionReference Number: 764J202070177At WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and Indigenous people. ",boilermaker
54,https://www.workpac.com/job/electrician-67," Job description Job Highlights:2/1 FIFO Roster $51.71/hr Immediate start Work until Christmas About the Role:WorkPac are seeking experienced electricians to work on a construction project in the Pilbara on a 2/1 FIFO roster with work set to run until Christmas. Work will be construction type work and all electrical experience will be considered. Skills and Experience:Minimum WA C Class Drivers Licence WA A Grade Electrical Licence White Card High Risk Work Licence- EWPWorking at Heights First Aid and Low Voltage Rescue Roy Hill Inductions an advantage Must be willing to complete a full pre-employment medical and drug and alcohol testingAbout WorkPac:WorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, oil and gas and healthcare sectors. We are proud to partner with some of the country's leading companies to deliver rewarding career opportunities. Looking after our employees is important to us. Through our myrewards platform, we offer benefits from retail rewards through to financial, health cover, insurance, superannuation services and more.How to Apply:Click onto the apply button. For more information contact:Jaymie-Lee Garland- Recruitment CoordinatorPh: 0892016201WorkPac- Western Recruitment Reference: 764J202070178At WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and Indigenous people. ",electrician
